               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  48,            0.081868,              0.0132,            0.012292,             0.56167,             0.35566,             0.22169,            0.075584,            0.077802,            0.012606,            0.012151,            0.008449,            0.008449,            0.008449
                  49,             0.07559,            0.014117,             0.01247,             0.58432,             0.32577,             0.23408,             0.10067,            0.075853,            0.012979,            0.011812,            0.008416,            0.008416,            0.008416
                  50,            0.073571,            0.015617,            0.012098,             0.62401,             0.35215,             0.24952,               0.094,            0.077283,            0.011871,            0.011924,            0.008383,            0.008383,            0.008383
                  51,             0.07163,            0.016151,            0.013404,              0.1995,             0.29839,             0.23941,            0.095614,             0.06932,            0.012931,              0.0117,             0.00835,             0.00835,             0.00835
                  52,            0.064646,            0.013611,            0.011927,              0.1995,             0.29839,             0.23941,            0.095614,             0.06932,            0.012931,              0.0117,            0.008317,            0.008317,            0.008317
                  53,            0.067714,            0.014245,             0.01123,             0.69466,              0.3414,             0.29443,             0.13229,            0.076807,            0.012389,            0.012159,            0.008284,            0.008284,            0.008284
                  54,            0.068975,            0.012001,            0.011204,             0.28446,             0.30914,               0.306,             0.13782,             0.07112,            0.012385,             0.01153,            0.008251,            0.008251,            0.008251
                  55,             0.06953,            0.016953,            0.014478,              0.4059,             0.35215,             0.37119,             0.15229,            0.073334,            0.012282,            0.011062,            0.008218,            0.008218,            0.008218
                  56,            0.067714,            0.014959,            0.014187,              0.4059,             0.35215,             0.37119,             0.15229,            0.073334,            0.012282,            0.011062,            0.008185,            0.008185,            0.008185
                  57,            0.059725,            0.016788,            0.010452,             0.23771,             0.45766,             0.34717,             0.15309,            0.063559,            0.013227,            0.011339,            0.008152,            0.008152,            0.008152
                  58,            0.062043,            0.014185,            0.012895,             0.39275,             0.35215,             0.34394,             0.11128,            0.074011,             0.01199,            0.011759,            0.008119,            0.008119,            0.008119
                  59,            0.077007,            0.011269,            0.016167,              0.2243,             0.45766,             0.32877,             0.12324,            0.070963,             0.01201,            0.010175,            0.008086,            0.008086,            0.008086
                  60,            0.066183,            0.015173,            0.011634,              0.2243,             0.45766,             0.32877,             0.12324,            0.070963,             0.01201,            0.010175,            0.008053,            0.008053,            0.008053
                  61,            0.057111,            0.013229,           0.0097008,             0.23508,             0.46841,             0.39703,             0.18093,             0.06465,            0.012797,            0.010452,             0.00802,             0.00802,             0.00802
                  62,            0.057545,            0.016978,            0.010588,             0.25483,             0.47958,             0.35296,              0.1729,             0.05771,             0.01376,            0.010616,            0.007987,            0.007987,            0.007987
                  63,            0.055397,             0.01519,            0.010426,             0.23809,             0.49285,             0.34893,             0.15063,            0.064894,            0.012757,            0.010104,            0.007954,            0.007954,            0.007954
                  64,            0.059554,            0.011998,            0.012594,             0.23809,             0.49285,             0.34893,             0.15063,            0.064894,            0.012757,            0.010104,            0.007921,            0.007921,            0.007921
                  65,            0.061974,            0.011737,             0.01054,             0.21613,             0.51008,              0.3578,             0.17974,            0.061811,            0.012961,           0.0099638,            0.007888,            0.007888,            0.007888
                  66,            0.059915,            0.014455,            0.012453,             0.20317,             0.47849,             0.34805,              0.1524,            0.060809,            0.012784,           0.0099987,            0.007855,            0.007855,            0.007855
                  67,            0.063463,            0.011868,             0.01114,             0.33515,             0.48925,             0.46145,             0.22287,            0.057134,            0.012355,           0.0094643,            0.007822,            0.007822,            0.007822
                  68,            0.056919,            0.014051,            0.011921,             0.33515,             0.48925,             0.46145,             0.22287,            0.057134,            0.012355,           0.0094643,            0.007789,            0.007789,            0.007789
                  69,            0.058667,            0.013679,            0.010953,             0.31208,             0.45044,             0.45936,             0.17894,            0.054849,            0.012918,            0.009498,            0.007756,            0.007756,            0.007756
                  70,            0.058504,            0.014584,           0.0085412,             0.66482,             0.50415,             0.41106,             0.24009,             0.06427,            0.011957,           0.0092663,            0.007723,            0.007723,            0.007723
                  71,            0.062753,            0.013346,           0.0097425,             0.74317,             0.44758,             0.49012,             0.17522,            0.058227,            0.012416,           0.0094614,             0.00769,             0.00769,             0.00769
                  72,             0.06517,            0.012649,           0.0098389,             0.74317,             0.44758,             0.49012,             0.17522,            0.058227,            0.012416,           0.0094614,            0.007657,            0.007657,            0.007657
                  73,            0.056516,            0.013665,            0.010697,             0.65108,             0.44768,             0.42653,             0.19251,            0.052409,            0.012919,           0.0092897,            0.007624,            0.007624,            0.007624
                  74,            0.057725,             0.01531,            0.011465,             0.58744,             0.43683,             0.32455,             0.15006,            0.067611,             0.01103,           0.0088778,            0.007591,            0.007591,            0.007591
                  75,            0.057742,            0.011707,           0.0080988,             0.65945,             0.47124,             0.43161,             0.18022,            0.050018,            0.012853,           0.0087118,            0.007558,            0.007558,            0.007558
                  76,            0.051822,            0.012378,           0.0081782,             0.65945,             0.47124,             0.43161,             0.18022,            0.050018,            0.012853,           0.0087118,            0.007525,            0.007525,            0.007525
                  77,            0.049518,            0.013283,            0.010207,             0.85395,             0.43378,             0.48891,             0.26633,            0.050773,            0.012504,           0.0084927,            0.007492,            0.007492,            0.007492
                  78,            0.050444,            0.014318,           0.0085045,             0.63532,             0.48593,              0.4077,             0.19087,            0.056816,            0.011933,           0.0085236,            0.007459,            0.007459,            0.007459
                  79,            0.050103,            0.013034,            0.010393,             0.68114,             0.51008,             0.41981,             0.18699,            0.056021,            0.011746,           0.0084881,            0.007426,            0.007426,            0.007426
                  80,            0.058187,            0.012572,           0.0091843,             0.68114,             0.51008,             0.41981,             0.18699,            0.056021,            0.011746,           0.0084881,            0.007393,            0.007393,            0.007393
                  81,            0.054535,            0.012831,            0.011884,             0.71505,             0.48181,             0.42712,             0.21195,            0.056045,            0.011476,           0.0084869,             0.00736,             0.00736,             0.00736
                  82,            0.054697,            0.012082,            0.014284,             0.72093,             0.49933,             0.44713,             0.18945,            0.054985,            0.011773,           0.0083038,            0.007327,            0.007327,            0.007327
                  83,            0.058155,            0.014093,             0.01029,             0.84405,             0.45668,             0.50113,             0.27685,            0.049392,            0.011953,           0.0082209,            0.007294,            0.007294,            0.007294
                  84,            0.050337,            0.012125,           0.0095103,             0.84405,             0.45668,             0.50113,             0.27685,            0.049392,            0.011953,           0.0082209,            0.007261,            0.007261,            0.007261
                  85,            0.050159,            0.014488,           0.0083746,             0.75985,             0.45699,               0.436,             0.23485,              0.0495,            0.012106,           0.0082838,            0.007228,            0.007228,            0.007228
                  86,            0.049774,            0.011847,            0.010221,             0.72159,             0.45699,              0.4089,             0.21821,            0.044989,            0.012721,           0.0086792,            0.007195,            0.007195,            0.007195
                  87,            0.048202,            0.013165,           0.0082042,             0.76934,             0.44691,             0.45052,             0.22411,            0.048905,            0.012003,           0.0082912,            0.007162,            0.007162,            0.007162
                  88,             0.04958,            0.012115,            0.011465,             0.76934,             0.44691,             0.45052,             0.22411,            0.048905,            0.012003,           0.0082912,            0.007129,            0.007129,            0.007129
                  89,            0.050348,            0.012502,           0.0079321,             0.78599,             0.49933,             0.53786,              0.3153,            0.042067,            0.012425,           0.0083107,            0.007096,            0.007096,            0.007096
                  90,            0.050195,            0.013325,           0.0094276,             0.74101,              0.4767,             0.52316,             0.31788,            0.049675,            0.011756,           0.0082975,            0.007063,            0.007063,            0.007063
                  91,            0.052251,            0.013048,           0.0099631,             0.87047,             0.44242,             0.53168,             0.29659,            0.046712,            0.012058,           0.0084852,             0.00703,             0.00703,             0.00703
                  92,            0.052078,            0.011502,           0.0081608,             0.87047,             0.44242,             0.53168,             0.29659,            0.046712,            0.012058,           0.0084852,            0.006997,            0.006997,            0.006997
                  93,            0.045523,            0.012259,           0.0085562,             0.70294,             0.45766,             0.47723,             0.24223,            0.047913,            0.011875,           0.0086117,            0.006964,            0.006964,            0.006964
                  94,            0.050254,             0.01289,            0.010502,             0.74709,             0.44691,             0.41369,             0.17637,            0.052834,            0.011298,           0.0083536,            0.006931,            0.006931,            0.006931
                  95,            0.056052,            0.011591,              0.0106,             0.69817,             0.54473,             0.48472,             0.20575,            0.043588,            0.012212,           0.0085516,            0.006898,            0.006898,            0.006898
                  96,            0.047886,            0.013029,           0.0080822,             0.69817,             0.54473,             0.48472,             0.20575,            0.043588,            0.012212,           0.0085516,            0.006865,            0.006865,            0.006865
                  97,            0.041385,            0.012119,           0.0091058,             0.86908,             0.45766,             0.55446,             0.31748,            0.041604,            0.011914,           0.0084097,            0.006832,            0.006832,            0.006832
                  98,            0.046135,            0.013282,             0.01116,             0.78236,             0.53064,             0.52714,             0.18381,            0.049172,            0.011856,           0.0084377,            0.006799,            0.006799,            0.006799
                  99,              0.0521,            0.013364,            0.010863,             0.75644,             0.50698,             0.47119,             0.23314,             0.04847,            0.011428,           0.0081951,            0.006766,            0.006766,            0.006766
                 100,            0.049857,            0.010418,           0.0079289,             0.75644,             0.50698,             0.47119,             0.23314,             0.04847,            0.011428,           0.0081951,            0.006733,            0.006733,            0.006733
                 101,            0.042571,            0.011411,           0.0061065,              0.8247,             0.53017,             0.56769,             0.28271,            0.041182,            0.011836,           0.0080606,              0.0067,              0.0067,              0.0067
                 102,            0.039057,            0.012632,           0.0066335,             0.72051,             0.51335,             0.39168,             0.20654,            0.056044,            0.011381,           0.0080263,            0.006667,            0.006667,            0.006667
                 103,            0.063802,            0.010992,           0.0074872,             0.81123,             0.53242,             0.54719,             0.27607,            0.046128,            0.011359,           0.0078409,            0.006634,            0.006634,            0.006634
                 104,            0.048213,            0.012144,           0.0085955,             0.81123,             0.53242,             0.54719,             0.27607,            0.046128,            0.011359,           0.0078409,            0.006601,            0.006601,            0.006601
                 105,            0.042367,            0.011309,           0.0086642,             0.85099,             0.55127,             0.57253,             0.31356,            0.039497,            0.011643,           0.0078049,            0.006568,            0.006568,            0.006568
                 106,            0.044621,            0.011322,           0.0083418,             0.70329,             0.48858,             0.46842,             0.23818,            0.049978,            0.010829,           0.0076212,            0.006535,            0.006535,            0.006535
                 107,            0.054692,            0.011819,           0.0093952,              0.6873,             0.50042,             0.43717,             0.21936,            0.045062,            0.011358,           0.0074661,            0.006502,            0.006502,            0.006502
                 108,            0.051339,            0.011525,           0.0099602,              0.6873,             0.50042,             0.43717,             0.21936,            0.045062,            0.011358,           0.0074661,            0.006469,            0.006469,            0.006469
                 109,            0.045472,            0.012214,             0.01043,             0.78459,             0.52736,             0.48729,             0.26893,            0.040426,            0.011354,           0.0073666,            0.006436,            0.006436,            0.006436
                 110,            0.043039,            0.010506,           0.0069938,             0.77572,             0.44575,             0.47815,             0.23343,            0.046163,            0.010816,           0.0073191,            0.006403,            0.006403,            0.006403
