               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 132,            0.020856,           0.0061272,            0.021502,             0.86983,              0.5569,             0.65416,             0.53355,            0.015325,           0.0054564,            0.019088,            0.005677,            0.005677,            0.005677
                 133,            0.020856,           0.0060894,            0.022166,             0.90808,             0.55781,             0.66721,             0.55107,             0.01552,           0.0055166,            0.018332,            0.005644,            0.005644,            0.005644
                 134,            0.020821,           0.0062014,            0.020915,             0.89488,              0.5528,             0.66765,             0.55123,            0.015237,           0.0054134,            0.018411,            0.005611,            0.005611,            0.005611
                 135,            0.020762,           0.0059866,            0.021378,             0.90694,             0.54686,             0.66203,             0.53303,            0.015973,           0.0054221,            0.017667,            0.005578,            0.005578,            0.005578
                 136,            0.022176,            0.006237,            0.021759,              0.8935,             0.56457,             0.66195,             0.53835,            0.015268,           0.0054502,            0.017719,            0.005545,            0.005545,            0.005545
                 137,            0.021357,           0.0063372,            0.019911,             0.91037,              0.5523,             0.66749,             0.55456,            0.015095,           0.0053851,            0.017509,            0.005512,            0.005512,            0.005512
                 138,            0.021112,           0.0060261,            0.021789,             0.75579,               0.629,             0.67059,             0.55015,             0.01542,           0.0053868,            0.017456,            0.005479,            0.005479,            0.005479
                 139,            0.020869,           0.0060551,            0.020797,             0.86906,             0.56795,             0.66801,              0.5527,            0.015142,           0.0053555,            0.017007,            0.005446,            0.005446,            0.005446
                 140,             0.02097,           0.0060414,            0.020856,             0.88155,             0.57736,             0.66567,             0.55383,            0.015292,            0.005467,            0.016916,            0.005413,            0.005413,            0.005413
                 141,             0.02122,           0.0060001,            0.020637,             0.88336,             0.57555,             0.65983,             0.54899,             0.01518,           0.0054147,            0.016764,             0.00538,             0.00538,             0.00538
                 142,            0.020696,           0.0059092,             0.02049,             0.71753,             0.64073,             0.67133,             0.55612,            0.015178,           0.0053612,            0.016301,            0.005347,            0.005347,            0.005347
                 143,            0.020142,           0.0062079,            0.019319,             0.72019,             0.65441,             0.67654,             0.55898,            0.014787,           0.0052926,            0.016092,            0.005314,            0.005314,            0.005314
                 144,            0.020657,           0.0061012,            0.019467,             0.72507,             0.65637,             0.67204,             0.55738,            0.014818,           0.0053292,            0.015598,            0.005281,            0.005281,            0.005281
                 145,            0.020735,           0.0058643,            0.018763,             0.89439,              0.5781,             0.67448,             0.54881,            0.015516,           0.0053512,            0.016031,            0.005248,            0.005248,            0.005248
                 146,            0.020727,           0.0056706,            0.019377,             0.75465,             0.64273,             0.67519,              0.5553,            0.015411,            0.005358,             0.01562,            0.005215,            0.005215,            0.005215
                 147,            0.020666,           0.0061459,            0.019287,             0.90834,             0.57462,             0.69243,             0.57269,            0.015031,           0.0053067,            0.015615,            0.005182,            0.005182,            0.005182
                 148,            0.021052,           0.0061798,            0.019997,             0.77638,             0.64315,             0.68714,             0.57391,            0.014427,           0.0052742,            0.015339,            0.005149,            0.005149,            0.005149
                 149,            0.020588,           0.0059655,            0.018067,             0.90677,              0.5724,             0.67315,             0.56022,            0.014792,           0.0054446,            0.015463,            0.005116,            0.005116,            0.005116
                 150,            0.020708,           0.0058675,            0.017664,             0.79689,             0.62616,             0.69794,             0.57019,            0.015427,           0.0053097,             0.01501,            0.005083,            0.005083,            0.005083
                 151,            0.020392,           0.0060624,            0.018809,             0.88278,             0.60146,             0.68943,             0.57547,            0.014442,           0.0052445,            0.014904,             0.00505,             0.00505,             0.00505
                 152,            0.020437,           0.0061268,            0.019089,             0.76646,              0.6288,             0.69484,             0.58352,            0.014574,           0.0052463,            0.014387,            0.005017,            0.005017,            0.005017
                 153,            0.020797,           0.0061386,            0.018702,             0.80372,             0.62869,              0.6875,             0.57536,            0.014524,           0.0053063,            0.014453,            0.004984,            0.004984,            0.004984
                 154,            0.020569,           0.0057198,            0.018364,               0.849,             0.60923,              0.6902,             0.57685,             0.01503,           0.0052255,            0.014217,            0.004951,            0.004951,            0.004951
                 155,            0.020094,           0.0059526,             0.01708,             0.74612,             0.65356,              0.6956,             0.57493,            0.015043,           0.0052878,            0.014485,            0.004918,            0.004918,            0.004918
